date,stock_value,cash,total_value,daily_return,benchmark_return,week,month
2025-06-22,998104.9957275391,-899939.2,98165.79572753911,0.0,,2025-06-16/2025-06-22,2025-06
2025-06-23,985068.3778915405,-899939.2,85129.17789154057,-0.13280203903385956,0.009606504133156335,2025-06-23/2025-06-29,2025-06
2025-06-24,988004.7559432983,-899939.2,88065.55594329839,0.03449320344076301,0.01112172017970181,2025-06-23/2025-06-29,2025-06
2025-06-25,975084.2657852173,-899939.2,75145.06578521733,-0.14671445628981217,-3.2861029504172024e-06,2025-06-23/2025-06-29,2025-06
2025-06-26,969411.4218597412,-899939.2,69472.22185974126,-0.07549190177955833,0.008020121275230219,2025-06-23/2025-06-29,2025-06
2025-06-27,978781.3134841919,-899939.2,78842.11348419194,0.1348724910996475,0.005218970885222163,2025-06-23/2025-06-29,2025-06
2025-06-28,978781.3134841919,-899939.2,78842.11348419194,0.0,,2025-06-23/2025-06-29,2025-06
2025-06-29,978781.3134841919,-899939.2,78842.11348419194,0.0,,2025-06-23/2025-06-29,2025-06
2025-06-30,979108.435546875,-899939.2,79169.23554687505,0.004149077798994982,0.005164427424532603,2025-06-30/2025-07-06,2025-06
2025-07-01,975717.2060852051,-899939.2,75778.00608520512,-0.042835192713993275,-0.001118531087121899,2025-06-30/2025-07-06,2025-07
2025-07-02,980711.7046127319,-899939.2,80772.50461273198,0.06590960603939644,0.004745096791088033,2025-06-30/2025-07-06,2025-07
2025-07-03,983488.9527816772,-899939.2,83549.75278167729,0.03438358364967109,0.008338955206607324,2025-06-30/2025-07-06,2025-07
2025-07-04,983170.7635879517,-899939.2,83231.5635879517,-0.0038083798351509213,,2025-06-30/2025-07-06,2025-07
2025-07-05,983170.7635879517,-899939.2,83231.5635879517,0.0,,2025-06-30/2025-07-06,2025-07
2025-07-06,983170.7635879517,-899939.2,83231.5635879517,0.0,,2025-06-30/2025-07-06,2025-07
2025-07-07,981933.2808303833,-899939.2,81994.08083038335,-0.01486795038111588,-0.007862297279128794,2025-07-07/2025-07-13,2025-07
2025-07-08,990548.369720459,-899939.2,90609.16972045903,0.10506964408683661,-0.0007158868810946961,2025-07-07/2025-07-13,2025-07
2025-07-09,990402.1205749512,-899939.2,90462.92057495122,-0.001614065617850935,0.0060621034026635545,2025-07-07/2025-07-13,2025-07
2025-07-10,1000088.2368545532,-899939.2,100149.03685455327,0.10707277874780541,0.0027462050044453346,2025-07-07/2025-07-13,2025-07
2025-07-11,993516.1767425537,-899939.2,93576.97674255376,-0.06562279896454859,-0.0032975229626984737,2025-07-07/2025-07-13,2025-07
2025-07-12,993516.1767425537,-899939.2,93576.97674255376,0.0,,2025-07-07/2025-07-13,2025-07
2025-07-13,993516.1767425537,-899939.2,93576.97674255376,0.0,,2025-07-07/2025-07-13,2025-07
2025-07-14,992077.6751785278,-899939.2,92138.47517852788,-0.015372387675907095,0.001407413809457303,2025-07-14/2025-07-20,2025-07
2025-07-15,987469.355392456,-899939.2,87530.1553924561,-0.050015151402741154,-0.003956298214731202,2025-07-14/2025-07-20,2025-07
2025-07-16,989384.6737976074,-899939.2,89445.47379760747,0.02188181200597339,0.003193657417327689,2025-07-14/2025-07-20,2025-07
2025-07-17,993905.3819580078,-899939.2,93966.18195800786,0.050541497165408344,0.00537376740890938,2025-07-14/2025-07-20,2025-07
2025-07-18,989473.1586456299,-899939.2,89533.95864562993,-0.04716828139679685,-9.048620868445933e-05,2025-07-14/2025-07-20,2025-07
2025-07-19,989473.1586456299,-899939.2,89533.95864562993,0.0,,2025-07-14/2025-07-20,2025-07
2025-07-20,989473.1586456299,-899939.2,89533.95864562993,0.0,,2025-07-14/2025-07-20,2025-07
2025-07-21,985706.0073471069,-899939.2,85766.80734710698,-0.04207511156111288,0.001399134882868358,2025-07-21/2025-07-27,2025-07
2025-07-22,989224.9349517822,-899939.2,89285.73495178227,0.04102901476131482,0.0006375316336257875,2025-07-21/2025-07-27,2025-07
2025-07-23,1005216.0983886719,-899939.2,105276.89838867192,0.17910098903845606,0.007811886951519131,2025-07-21/2025-07-27,2025-07
2025-07-24,1012885.6499633789,-899939.2,112946.44996337895,0.07285123034677365,0.0006982236416543941,2025-07-21/2025-07-27,2025-07
2025-07-25,1009780.4127502441,-899939.2,109841.21275024419,-0.027493004110723196,0.00397432777929585,2025-07-21/2025-07-27,2025-07
2025-07-26,1009780.4127502441,-899939.2,109841.21275024419,0.0,,2025-07-21/2025-07-27,2025-07
2025-07-27,1009780.4127502441,-899939.2,109841.21275024419,0.0,,2025-07-21/2025-07-27,2025-07
2025-07-28,1009655.3921661377,-899939.2,109716.19216613774,-0.0011381937705906564,0.00017685810881817865,2025-07-28/2025-08-03,2025-07
2025-07-29,988605.6602783203,-899939.2,88666.46027832036,-0.19185620164380868,-0.002959442388724254,2025-07-28/2025-08-03,2025-07
2025-07-30,972742.9541778564,-899939.2,72803.75417785649,-0.17890311681183035,-0.0012494327466496813,2025-07-28/2025-08-03,2025-07
2025-07-31,964449.4238433838,-899939.2,64510.223843383836,-0.11391624550310842,-0.0036948193411530106,2025-07-28/2025-08-03,2025-07
2025-08-01,955300.0657806396,-899939.2,55360.865780639695,-0.1418280315529009,-0.015992133140148468,2025-07-28/2025-08-03,2025-08
2025-08-02,955300.0657806396,-899939.2,55360.865780639695,0.0,,2025-07-28/2025-08-03,2025-08
2025-08-03,955300.0657806396,-899939.2,55360.865780639695,0.0,,2025-07-28/2025-08-03,2025-08
2025-08-04,961968.4450836182,-899939.2,62029.24508361821,0.12045294467397083,0.01473710033091602,2025-08-04/2025-08-10,2025-08
2025-08-05,966145.2257995605,-899939.2,66206.0257995606,0.06733566901083354,-0.004857865996303334,2025-08-04/2025-08-10,2025-08
2025-08-06,959436.2810974121,-899939.2,59497.081097412156,-0.10133435168665517,0.007281907295092482,2025-08-04/2025-08-10,2025-08
2025-08-07,969486.5349273682,-899939.2,69547.33492736821,0.16892011582049182,-0.0007974800154801898,2025-08-04/2025-08-10,2025-08
